Year,Yearday,RegionID,SST,BOT,ICE
2019,177,645900,9.85181207532518,9.85181207532518,0
2019,178,645900,10.2083410988158,10.2083410988158,0
2019,179,645900,10.1046627839255,10.1046627839255,0
2019,180,645900,10.0892964472918,10.0892964472918,0
2019,181,645900,10.0743267326733,10.0743267326733,0
2019,182,645900,10.1278716754028,10.1278716754028,0
2020,61,645900,-1.7999722384003,-1.7999722384003,91.8
2020,62,645900,-1.79986196854979,-1.79986196854979,95.6
2020,63,645900,-1.79983090662007,-1.79983090662007,94.4
2020,64,645900,-1.79959949524363,-1.79959949524363,93.8
2020,65,645900,-1.79999048728401,-1.79999048728401,95
2020,66,645900,-1.79982372354881,-1.79982372354881,94.8
2020,67,645900,-1.79996447291787,-1.79996447291787,97.6
2020,68,645900,-1.79975150456222,-1.79975150456222,97.5
2020,69,645900,-1.79953911861774,-1.79953911861774,96.9
2020,70,645900,-1.79883517763541,-1.79883517763541,99.2
2020,71,645900,-1.79874587458744,-1.79874587458744,100
2020,72,645900,-1.79998233352746,-1.79998233352746,100
2020,73,645900,-1.79864317608229,-1.79864317608229,98.5
2020,74,645900,-1.79681498738107,-1.79681498738107,93
2020,75,645900,-1.79531993787612,-1.79531993787612,89.6
2020,76,645900,-1.78329819452533,-1.78329819452533,83.3
2020,77,645900,-1.75447369442827,-1.75447369442827,70.6
2020,78,645900,-1.51267482042322,-1.51267482042322,68
2020,79,645900,-1.28765152397593,-1.28765152397593,59.2
2020,80,645900,-1.23046748204232,-1.23046748204232,60.6
2020,81,645900,-1.25596660842555,-1.25596660842555,60.2
2020,82,645900,-1.48583711900602,-1.48583711900602,71.4
2020,83,645900,-1.79999999999999,-1.79999999999999,80.4
2020,84,645900,-1.78549136090078,-1.78549136090078,74.1
2020,85,645900,-1.74905552319938,-1.74905552319938,73.9
2020,86,645900,-1.69136400698893,-1.69136400698893,69
2020,87,645900,-1.68168200349447,-1.68168200349447,68.2
2020,88,645900,-1.74888410017472,-1.74888410017472,64
2020,89,645900,-1.79557561638516,-1.79557561638516,78.9
2020,90,645900,-1.79999999999999,-1.79999999999999,89.6
2020,91,645900,-1.79988390603765,-1.79988390603765,80
2020,92,645900,-1.79574121529799,-1.79574121529799,64.4
2020,93,645900,-1.79720792079207,-1.79720792079207,65.3
2020,94,645900,-1.79257076295864,-1.79257076295864,74.6
2020,95,645900,-1.78303106192971,-1.78303106192971,83.8
2020,96,645900,-1.69855989128325,-1.69855989128325,63.6
2020,97,645900,-1.71852980003883,-1.71852980003883,65
2020,98,645900,-1.7020469811687,-1.7020469811687,64.5
2020,99,645900,-1.7074111822947,-1.7074111822947,62.3
2020,100,645900,-1.6853443991458,-1.6853443991458,57.9
2020,101,645900,-1.65201164822365,-1.65201164822365,52.2
2020,102,645900,-1.66917899437003,-1.66917899437003,48.6
2020,103,645900,-1.34298136284217,-1.34298136284217,25.4
2020,104,645900,-1.29801339545719,-1.29801339545719,16.2
2020,105,645900,-1.24498427489808,-1.24498427489808,0
2020,106,645900,-1.07418171228888,-1.07418171228888,0
2020,107,645900,-0.84285517375267,-0.84285517375267,0
2020,108,645900,-0.980904484566104,-0.980904484566104,0
2020,109,645900,-0.96521063871093,-0.96521063871093,0
2020,110,645900,-0.0232453892448075,-0.0232453892448075,0
2020,111,645900,0.10936575422248,0.10936575422248,0
2020,112,645900,0.0731473500291201,0.0731473500291201,0
2020,113,645900,0.183777324791302,0.183777324791302,0
2020,114,645900,0.199543972044263,0.199543972044263,0
2020,115,645900,0.366664337021937,0.366664337021937,0
2020,116,645900,0.159135895942535,0.159135895942535,0
2020,117,645900,0.131286546301689,0.131286546301689,0
2020,118,645900,0.393072801397786,0.393072801397786,0
2020,119,645900,0.555629780625121,0.555629780625121,0
2020,120,645900,0.543216851096874,0.543216851096874,0
2020,121,645900,0.509900795961948,0.509900795961948,0
2020,122,645900,0.448178800232964,0.448178800232964,0
2020,123,645900,0.692425936711317,0.692425936711317,0
2020,124,645900,0.900251795767812,0.900251795767812,0
2020,125,645900,1.02431760823141,1.02431760823141,0
2020,126,645900,1.03575694039992,1.03575694039992,0
2020,127,645900,1.12947272374296,1.12947272374296,0
2020,128,645900,1.30536905455251,1.30536905455251,0
2020,129,645900,2.01010599883518,2.01010599883518,0
2020,130,645900,2.11239759270045,2.11239759270045,0
2020,131,645900,2.04323005241701,2.04323005241701,0
2020,132,645900,1.91524635993011,1.91524635993011,0
2020,133,645900,1.85932498543972,1.85932498543972,0
2020,134,645900,1.96215919238983,1.96215919238983,0
2020,135,645900,2.05985362065618,2.05985362065618,0
2020,136,645900,2.08022325761988,2.08022325761988,0
2020,137,645900,2.08439933993399,2.08439933993399,0
2020,138,645900,2.02029528246943,2.02029528246943,0
2020,139,645900,4.89443991457969,4.89443991457969,0
2020,140,645900,4.19360590176665,4.19360590176665,0
2020,141,645900,2.19172432537371,2.19172432537371,0
2020,142,645900,1.83601456027956,1.83601456027956,0
2020,143,645900,1.64872374296253,1.64872374296253,0
2020,144,645900,3.22620345563968,3.22620345563968,0
2020,145,645900,3.33708250825082,3.33708250825082,0
2020,146,645900,3.30670355270821,3.30670355270821,0
2020,147,645900,3.44519161327897,3.44519161327897,0
2020,148,645900,3.92252980003883,3.92252980003883,0
2020,149,645900,4.22261017278198,4.22261017278198,0
2020,150,645900,4.78252067559697,4.78252067559697,0
2020,151,645900,5.07026227916909,5.07026227916909,0
2020,152,645900,5.01632964472918,5.01632964472918,0
2020,153,645900,4.85414948553679,4.85414948553679,0
2020,154,645900,4.9100974568045,4.9100974568045,0
2020,155,645900,5.04339506891865,5.04339506891865,0
2020,156,645900,4.91054183653659,4.91054183653659,0
2020,157,645900,5.43216249271986,5.43216249271986,0
2020,158,645900,6.12709143855562,6.12709143855562,0
2020,159,645900,5.93394564162298,5.93394564162298,0
2020,160,645900,6.15920656183265,6.15920656183265,0
2020,161,645900,6.22905824111823,6.22905824111823,0
2020,162,645900,6.18050300912444,6.18050300912444,0
2020,163,645900,6.03613337216074,6.03613337216074,0
2020,164,645900,5.71250359153562,5.71250359153562,0
2020,165,645900,5.53893574063289,5.53893574063289,0
2020,166,645900,5.75233896330809,5.75233896330809,0
2020,167,645900,5.53967947971268,5.53967947971268,0
2020,168,645900,5.79472917880023,5.79472917880023,0
2020,169,645900,6.50766123082896,6.50766123082896,0
2020,170,645900,6.74388623568239,6.74388623568239,0
2020,171,645900,7.35526616191031,7.35526616191031,0
2020,172,645900,7.464329062318,7.464329062318,0
2020,173,645900,7.56102096680257,7.56102096680257,0
2020,174,645900,7.5946041545331,7.5946041545331,0
2020,175,645900,7.53567035527082,7.53567035527082,0
2020,176,645900,7.28114133178024,7.28114133178024,0
2020,177,645900,7.88954921374492,7.88954921374492,0
2020,178,645900,7.44817996505532,7.44817996505532,0
2020,179,645900,7.38521685109688,7.38521685109688,0
2020,180,645900,7.24538536206561,7.24538536206561,0
2020,181,645900,8.17643583770142,8.17643583770142,0
2020,182,645900,8.87823412929529,8.87823412929529,0
2021,60,645900,-1.53952086973403,-1.53952086973403,60.4
2021,61,645900,-1.41775033973986,-1.41775033973986,46.6
2021,62,645900,-1.64032886818093,-1.64032886818093,87
2021,63,645900,-1.74420520287323,-1.74420520287323,89.8
2021,64,645900,-1.77428751698699,-1.77428751698699,91.1
2021,65,645900,-1.762629392351,-1.762629392351,91.5
2021,66,645900,-1.63334867016113,-1.63334867016113,81.2
2021,67,645900,-1.49011842360707,-1.49011842360707,51.4
2021,68,645900,-1.45598349834984,-1.45598349834984,15
2021,69,645900,-1.43960434867016,-1.43960434867016,22.8
2021,70,645900,-1.4499450592118,-1.4499450592118,38.2
2021,71,645900,-1.5948674043875,-1.5948674043875,58.3
2021,72,645900,-1.60747621821006,-1.60747621821006,60.7
2021,73,645900,-1.60016191030868,-1.60016191030868,50.1
2021,74,645900,-1.59698757522811,-1.59698757522811,46.2
2021,75,645900,-1.64827004465152,-1.64827004465152,47.8
2021,76,645900,-1.73543642011259,-1.73543642011259,59
2021,77,645900,-1.76618578916714,-1.76618578916714,73.1
2021,78,645900,-1.77278392545136,-1.77278392545136,78.4
2021,79,645900,-1.7667223840031,-1.7667223840031,79.8
2021,80,645900,-1.77049543777907,-1.77049543777907,78.8
2021,81,645900,-1.78648476024073,-1.78648476024073,83.7
2021,82,645900,-1.7992345175694,-1.7992345175694,86
2021,83,645900,-1.79054960201902,-1.79054960201902,92.3
2021,84,645900,-1.79012560667831,-1.79012560667831,92
2021,85,645900,-1.79389768976897,-1.79389768976897,84.2
2021,86,645900,-1.7878396427878,-1.7878396427878,81.3
2021,87,645900,-1.77828771112405,-1.77828771112405,85.3
2021,88,645900,-1.66411337604349,-1.66411337604349,29.5
2021,89,645900,-1.73717957678121,-1.73717957678121,8.1
2021,90,645900,-1.78103145020383,-1.78103145020383,22.3
2021,91,645900,-1.78327470394096,-1.78327470394096,53.3
2021,92,645900,-1.78475635798873,-1.78475635798873,66.7
2021,93,645900,-1.75981712288875,-1.75981712288875,54.2
2021,94,645900,-1.52719471947195,-1.52719471947195,24.9
2021,95,645900,-1.48598621626869,-1.48598621626869,30.3
2021,96,645900,-1.53329974762182,-1.53329974762182,16.6
2021,97,645900,-1.58512929528247,-1.58512929528247,10.9
2021,98,645900,-1.60450029120559,-1.60450029120559,28.2
2021,99,645900,-1.7148619685498,-1.7148619685498,68.1
