Time,SST
20050302,-1.75
20050303,-1.77
20050304,-1.68
20050305,-1.71
20050306,-1.49
20050307,-1.44
20050308,-1.37
20050309,-1.36
20050310,-1.33
20050311,-1.32
20050312,-1.35
20050313,-1.42
20050314,-1.35
20050315,-1.01
20050316,-0.91
20050317,-0.94
20050318,-0.72
20050319,-0.72
20050320,-0.66
20050321,-0.65
20050322,-0.96
20050323,-1.33
20050324,-1.27
20050325,-1.05
20050326,-1.03
20050327,-0.97
20050328,-1.07
20050329,-1.33
20050330,-1.71
20050331,-1.77
20050401,-1.78
20050402,-1.77
20050403,-1.75
20050404,-1.75
20050405,-1.77
20050406,-1.75
20050407,-1.76
20050408,-1.71
20050409,-1.71
20050410,-1.67
20050411,-1.71
20050412,-1.77
20050413,-1.38
20050414,-1.26
20050415,-1.3
20050416,-1.35
20050417,-1.32
20050418,-1.34
20050419,-1.33
20050420,-1.46
20050421,-1.49
20050422,-1.43
20050423,-1.52
20050424,-1.64
20050425,-1.66
20050426,-0.97
20050427,-0.56
20050428,-0.47
20050429,-0.47
20050430,-0.06
20050501,-0.05
20050502,0.38
20050503,0.49
20050504,0.57
20050505,0.65
20050506,0.55
20050507,0.6
20050508,0.52
20050509,0.99
20050510,1.42
20050511,1.39
20050512,1.61
20050513,1.3
20050514,1.2
20050515,1.45
20050516,1.87
20050517,2.03
20050518,2.24
20050519,2.31
20050520,2.55
20050521,2.78
20050522,2.88
20050523,2.98
20050524,2.86
20050525,2.61
20050526,2.31
20050527,2.21
20050528,2.48
20050529,2.77
20050530,3.11
20050531,3.63
20050601,3.96
20050602,4.35
20050603,4.76
20050604,5
20050605,5.11
20050606,5.01
20050607,4.78
20050608,4.93
20050609,5.64
20050610,5.72
20050611,6.01
20050612,5.84
20050613,5.91
20050614,5.8
20050615,5.96
20050616,6.61
20050617,6.56
20050618,6.31
20050619,6.17
20050620,6.28
20050621,6.65
20050622,7.08
20050623,7.35
20050624,7.85
20050625,8.08
20050626,7.97
20050627,7.83
20050628,7.94
20050629,8.36
20050630,8.29
20050701,8.43
20050702,8.77
20050703,9.47
20050704,9.81
20050705,9.91
20050706,10.33
20050707,10.45
20050708,10.18
20050709,9.65
20050710,9.49
20050711,9.51
20050712,10.07
20050713,10.64
20050714,10.94
20050715,10.96
20050716,10.99
20050717,10.72
20050718,10.98
20050719,11.09
20050720,11.18
20050721,11.06
20050722,10.87
20050723,10.91
20050724,10.92
20050725,11.06
20050726,11.3
20050727,11.46
20050728,11.48
20050729,11.29
20050730,10.97
20050731,11.43
20060301,-1.79
20060302,-1.79
20060303,-1.8
20060304,-1.8
20060305,-1.75
20060306,-1.8
20060307,-1.8
20060308,-1.8
20060309,-1.8
20060310,-1.79
20060311,-1.71
20060312,-1.68
20060313,-1.67
20060314,-1.7
20060315,-1.78
20060316,-1.75
20060317,-1.67
20060318,-1.5
20060319,-1.34
20060320,-1.36
20060321,-1.73
20060322,-1.78
20060323,-1.79
20060324,-1.78
20060325,-1.76
20060326,-1.76
20060327,-1.74
20060328,-1.62
20060329,-1.46
20060330,-1.44
20060331,-1.47
20060401,-1.4
20060402,-1.36
20060403,-1.34
20060404,-1.45
20060405,-1.54
20060406,-1.58
20060407,-1.66
20060408,-1.52
20060409,-1.48
20060410,-1.45
20060411,-1.5
20060412,-1.59
20060413,-1.55
20060414,-1.67
20060415,-1.77
20060416,-1.73
20060417,-1.62
20060418,-1.55
20060419,-1.7
20060420,-1.74
20060421,-1.57
20060422,-1.29
20060423,-1.23
20060424,-1.46
20060425,-1.55
20060426,-1.52
20060427,-1.52
20060428,-1.47
20060429,-1.55
20060430,-1.54
20060501,-1.5
20060502,-1.35
20060503,-1.28
20060504,-1.24
20060505,-1.21
20060506,-1.32
20060507,-1.16
20060508,-1.07
20060509,-0.8
20060510,-0.66
20060511,-0.55
20060512,-0.55
20060513,-0.5
20060514,-0.48
20060515,-0.21
20060516,-0.06
20060517,-0.07
20060518,-0.07
20060519,-0.26
20060520,0.19
20060521,0.13
20060522,0.98
20060523,1.44
20060524,1.73
20060525,1.99
20060526,2.15
20060527,2.25
20060528,2.43
20060529,2.65
20060530,2.52
20060531,2.52
20060601,2.77
20060602,3.66
20060603,4.04
20060604,4.14
20060605,4.09
20060606,4.21
20060607,3.98
20060608,3.68
20060609,2.85
20060610,2.76
20060611,4.53
20060612,5.35
20060613,5.38
20060614,5.41
20060615,5.36
20060616,5.07
20060617,4.67
20060618,4.64
20060619,5.25
20060620,5.76
20060621,6.09
20060622,5.91
20060623,5.35
20060624,5.72
20060625,6.12
20060626,5.91
20060627,5.6
20060628,5.66
20060629,5.74
20060630,5.67
20060701,5.51
20060702,5.65
20060703,6.54
20060704,6.78
20060705,7.36
20060706,8.26
20060707,8.47
20060708,8.36
20060709,8.97
20060710,8.92
20060711,8.96
20060712,8.94
20060713,8.99
20060714,8.03
20060715,7.32
20060716,7.35
20060717,7.47
20060718,9.12
20060719,9.44
20060720,9.52
20060721,9.79
20060722,9.94
20060723,9.95
20060724,9.95
20060725,9.73
20060726,9.29
20060727,8.42
20060728,8.01
20060729,7.93
20060730,7.8
20060731,10
20070301,-1.78
20070302,-1.74
20070303,-1.74
20070304,-1.66
20070305,-1.69
20070306,-1.7
20070307,-1.69
20070308,-1.72
20070309,-1.73
20070310,-1.73
20070311,-1.71
20070312,-1.72
20070313,-1.71
20070314,-1.74
20070315,-1.72
20070316,-1.72
20070317,-1.74
20070318,-1.74
20070319,-1.76
20070320,-1.76
20070321,-1.66
20070322,-1.73
20070323,-1.78
20070324,-1.8
20070325,-1.77
20070326,-1.78
20070327,-1.77
20070328,-1.79
20070329,-1.79
20070330,-1.79
20070331,-1.77
20070401,-1.71
20070402,-1.58
20070403,-1.52
20070404,-1.54
20070405,-1.56
20070406,-1.37
20070407,-1.05
20070408,-0.84
20070409,-0.66
20070410,-0.91
20070411,-1.23
20070412,-1.4
20070413,-1.05
20070414,-0.91
20070415,-0.9
20070416,-0.91
20070417,-1.06
20070418,-1.05
20070419,-1.17
20070420,-1.16
20070421,-1.24
20070422,-0.38
20070423,-0.26
20070424,-0.23
20070425,-0.25
20070426,-0.27
20070427,-0.63
20070428,0.03
20070429,0.01
20070430,0.07
20070501,0.08
20070502,-0.07
20070503,-0.1
20070504,-0.17
20070505,-0.05
20070506,-0.08
20070507,-0.04
20070508,-0.01
20070509,0.77
20070510,0.89
20070511,1.09
20070512,1.33
20070513,1.15
20070514,0.98
20070515,1.27
20070516,1.38
20070517,1.35
20070518,1.37
20070519,2.12
20070520,2.66
20070521,2.72
20070522,2.74
20070523,2.56
20070524,2.57
20070525,1.32
20070526,1.4
20070527,2.74
20070528,3.55
20070529,3.54
20070530,3.66
20070531,3.97
20070601,4.05
20070602,4.02
20070603,4.22
20070604,3.74
20070605,4.15
20070606,4.42
20070607,4.49
20070608,4.71
20070609,4.59
20070610,3.84
20070611,3.59
20070612,3.51
20070613,3.52
20070614,4.55
20070615,5.09
20070616,5.41
20070617,5.39
20070618,5.4
20070619,5.58
20070620,5.74
20070621,5.65
20070622,4.23
20070623,5.17
20070624,5.16
20070625,5.31
20070626,5.27
20070627,5.12
20070628,4.94
20070629,5.17
20070630,5.69
20070701,6.4
20070702,6.78
20070703,6.8
20070704,6.49
20070705,6.29
20070706,7.67
20070707,7.82
20070708,7.64
20070709,8.27
20070710,8.36
20070711,8.21
20070712,8.31
20070713,8.56
20070714,8.1
20070715,8.93
20070716,9.9
20070717,10.14
20070718,10.13
20070719,10.05
20070720,9.53
20070721,7.97
20070722,7.95
20070723,8.77
20070724,9.94
20070725,10.58
20070726,10.75
20070727,10.74
20070728,10.77
20070729,10.5
20070730,10.43
20070731,10.26
20080301,-1.56
20080302,-1.71
20080303,-1.75
20080304,-1.77
20080305,-1.77
20080306,-1.74
20080307,-1.76
20080308,-1.79
20080309,-1.79
20080310,-1.78
20080311,-1.79
20080312,-1.79
20080313,-1.79
20080314,-1.79
20080315,-1.79
20080316,-1.77
20080317,-1.79
20080318,-1.78
20080319,-1.79
20080320,-1.8
20080321,-1.8
20080322,-1.79
20080323,-1.77
20080324,-1.77
20080325,-1.78
20080326,-1.79
20080327,-1.79
20080328,-1.8
20080329,-1.78
20080330,-1.8
20080331,-1.79
20080401,-1.8
20080402,-1.8
20080403,-1.8
20080404,-1.8
20080405,-1.8
20080406,-1.8
20080407,-1.8
20080408,-1.8
20080409,-1.8
20080410,-1.8
20080411,-1.8
20080412,-1.8
20080413,-1.79
20080414,-1.75
20080415,-1.78
20080416,-1.78
20080417,-1.79
20080418,-1.76
20080419,-1.57
20080420,-1.36
20080421,-1.21
20080422,-1.24
20080423,-1.3
20080424,-1.33
20080425,-1.54
20080426,-1.62
20080427,-1.55
20080428,-1.55
20080429,-1.51
20080430,-1.4
20080501,-1.37
20080502,-1.43
20080503,-1.3
20080504,-1.22
20080505,-1.1
20080506,-0.85
20080507,-0.79
20080508,-0.81
20080509,-0.9
20080510,-1.09
20080511,-1.48
20080512,-1.26
20080513,-1.18
20080514,-1.04
20080515,-0.77
20080516,-0.72
20080517,-0.35
20080518,-0.1
20080519,0.03
20080520,0.27
20080521,0.54
20080522,0.84
20080523,0.96
20080524,0.91
20080525,0.2
20080526,0.18
20080527,0.49
20080528,0.74
20080529,0.73
20080530,0.93
20080531,1.55
20080601,2.06
20080602,2.31
20080603,2.24
20080604,2.28
20080605,2.39
20080606,2.27
20080607,1.85
20080608,1.77
20080609,1.72
20080610,2.07
20080611,3.95
20080612,4.27
20080613,4.3
20080614,4.34
20080615,4.24
20080616,4.26
20080617,2.73
20080618,2.53
20080619,3.31
20080620,4.31
20080621,3.97
20080622,3.76
20080623,3.63
20080624,3.72
20080625,3.57
20080626,3.89
20080627,4.72
20080628,4.81
20080629,4.82
20080630,4.82
20080701,4.71
20080702,4.93
20080703,4.92
20080704,5.05
20080705,5.31
20080706,5.9
20080707,6.08
20080708,6.23
20080709,6.17
20080710,6.36
20080711,6.06
20080712,6.04
20080713,6.09
20080714,6.31
20080715,6.02
20080716,6.5
20080717,7.35
20080718,7.62
20080719,7.59
20080720,7.67
20080721,7.64
20080722,7.9
20080723,8.02
20080724,8.05
20080725,8.12
20080726,8.63
20080727,8.97
20080728,9.03
20080729,8.97
20080730,8.73
20080731,8.56
20090301,-1.8
20090302,-1.8
20090303,-1.8
20090304,-1.8
20090305,-1.8
20090306,-1.8
20090307,-1.8
20090308,-1.78
20090309,-1.74
20090310,-1.71
20090311,-1.71
20090312,-1.73
20090313,-1.76
20090314,-1.8
20090315,-1.8
20090316,-1.8
20090317,-1.79
20090318,-1.79
20090319,-1.78
20090320,-1.77
20090321,-1.76
20090322,-1.74
20090323,-1.74
20090324,-1.75
20090325,-1.78
20090326,-1.7
20090327,-1.77
20090328,-1.79
20090329,-1.8
20090330,-1.79
20090331,-1.8
20090401,-1.8
20090402,-1.79
20090403,-1.78
20090404,-1.79
20090405,-1.78
20090406,-1.78
20090407,-1.79
20090408,-1.79
20090409,-1.79
20090410,-1.77
20090411,-1.78
20090412,-1.79
20090413,-1.8
20090414,-1.75
20090415,-1.65
20090416,-1.61
20090417,-1.57
20090418,-1.5
20090419,-1.44
20090420,-1.48
20090421,-1.38
20090422,-1.33
20090423,-1.29
20090424,-1.26
20090425,-0.87
20090426,-0.77
20090427,-0.74
20090428,-0.64
20090429,-0.63
20090430,-0.5
20090501,-0.46
20090502,-0.17
20090503,0.1
20090504,0.27
20090505,0.22
20090506,-0.05
20090507,-0.06
20090508,-0.26
20090509,0.03
20090510,0.97
20090511,0.98
20090512,1.02
20090513,1.24
20090514,1.75
20090515,1.68
20090516,1.4
20090517,0.89
20090518,1.14
20090519,1.45
20090520,1.82
20090521,2.11
20090522,2.35
20090523,2.55
20090524,2.54
20090525,2.53
20090526,2.45
20090527,2.38
20090528,2.28
20090529,2.75
20090530,2.54
20090531,2.46
20090601,2.78
20090602,2.77
20090603,2.55
20090604,3.02
20090605,3.24
20090606,3.3
20090607,3.32
20090608,4.24
20090609,4.54
20090610,4.59
20090611,4.88
20090612,5.54
20090613,5.7
20090614,5.74
20090615,5.53
20090616,5.53
20090617,5.42
20090618,5.48
20090619,4.64
20090620,5.27
20090621,5.52
20090622,5.55
20090623,5.62
20090624,5.85
20090625,5.49
20090626,5.76
20090627,5.95
20090628,5.98
20090629,6.65
20090630,6.72
20090701,6.61
20090702,6.74
20090703,7.09
20090704,6.36
20090705,5.87
20090706,7.98
20090707,8.01
20090708,7.88
20090709,8.21
20090710,8.31
20090711,8.76
20090712,8.91
20090713,9.11
20090714,8.88
20090715,7.38
20090716,7.47
20090717,7.05
20090718,7.11
20090719,7.39
20090720,7.76
20090721,7.82
20090722,8.01
20090723,8.28
20090724,8.37
20090725,8.25
20090726,8.11
20090727,8.27
20090728,8.44
20090729,8.66
20090730,8.7
20090731,9.02
20100301,-1.77
20100302,-1.79
20100303,-1.8
20100304,-1.8
20100305,-1.79
20100306,-1.79
20100307,-1.8
20100308,-1.8
20100309,-1.8
20100310,-1.8
20100311,-1.8
20100312,-1.8
20100313,-1.8
20100314,-1.79
20100315,-1.79
20100316,-1.79
20100317,-1.79
20100318,-1.79
20100319,-1.78
20100320,-1.79
20100321,-1.79
20100322,-1.78
20100323,-1.79
20100324,-1.79
20100325,-1.76
20100326,-1.73
20100327,-1.75
20100328,-1.71
20100329,-1.75
20100330,-1.77
20100331,-1.79
20100401,-1.77
20100402,-1.8
20100403,-1.79
20100404,-1.8
20100405,-1.79
20100406,-1.8
20100407,-1.8
20100408,-1.79
20100409,-1.78
20100410,-1.77
20100411,-1.75
20100412,-1.72
20100413,-1.72
20100414,-1.72
20100415,-1.78
20100416,-1.76
20100417,-1.76
20100418,-1.74
20100419,-1.74
20100420,-1.63
20100421,-1.42
20100422,-1.43
20100423,-1.37
20100424,-1.46
20100425,-1.5
20100426,-1.47
20100427,-1.45
20100428,-1.48
20100429,-1.53
20100430,-1.61
20100501,-1.47
20100502,-1.3
20100503,-1.23
20100504,-1.03
20100505,-1.03
20100506,-0.95
20100507,-0.73
20100508,-0.59
20100509,-0.59
20100510,-0.78
20100511,-1.26
20100512,-0.8
20100513,-0.82
20100514,-0.8
20100515,-0.81
20100516,-0.15
20100517,0.51
20100518,0.74
20100519,0.85
20100520,1.02
20100521,1.02
20100522,0.67
20100523,0.62
20100524,0.4
20100525,0.51
20100526,0.41
20100527,1.11
20100528,1.39
20100529,1.51
20100530,1.62
20100531,1.98
20100601,1.79
20100602,2.09
20100603,2.47
20100604,2.79
20100605,2.84
20100606,2.9
20100607,3.04
20100608,3.32
20100609,3.81
20100610,4.07
20100611,3.96
20100612,3.94
20100613,3.86
20100614,3.4
20100615,3.99
20100616,3.93
20100617,3.97
20100618,3.9
20100619,4.25
20100620,4.3
20100621,4.29
20100622,3.28
20100623,3.5
20100624,4.3
20100625,4.74
20100626,4.87
20100627,4.82
20100628,4.46
20100629,4.31
20100630,4.51
20100701,4.67
20100702,4.97
20100703,5.11
20100704,5.07
20100705,4.99
20100706,5.44
20100707,6.16
20100708,6.4
20100709,6.93
20100710,7.13
20100711,7
20100712,6.69
20100713,6.84
20100714,6.91
20100715,6.89
20100716,6.57
20100717,6.53
20100718,6.67
20100719,6.8
20100720,6.89
20100721,7.27
20100722,7.87
20100723,8.11
20100724,8.1
20100725,8.17
20100726,8.18
20100727,7.28
20100728,7.92
20100729,7.76
20100730,8.46
20100731,8.56
20110301,-1.79
20110302,-1.79
20110303,-1.79
20110304,-1.78
20110305,-1.78
20110306,-1.77
20110307,-1.74
20110308,-1.69
20110309,-1.74
20110310,-1.75
20110311,-1.73
20110312,-1.69
20110313,-1.69
20110314,-1.72
20110315,-1.75
20110316,-1.74
20110317,-1.69
20110318,-1.36
20110319,-1.29
20110320,-1.31
20110321,-1.51
20110322,-1.62
20110323,-1.71
20110324,-1.7
20110325,-1.77
20110326,-1.79
20110327,-1.79
20110328,-1.72
20110329,-1.62
20110330,-1.6
20110331,-1.65
20110401,-1.74
20110402,-1.75
20110403,-1.65
20110404,-1.29
20110405,-1.49
20110406,-1.57
20110407,-1.38
20110408,-1.44
20110409,-1.4
20110410,-1.59
20110411,-1.7
20110412,-1.75
20110413,-1.75
20110414,-1.71
20110415,-1.65
20110416,-1.62
20110417,-1.53
20110418,-1.36
20110419,-1.24
20110420,-1.17
20110421,-1.14
20110422,-1.13
20110423,-1.13
20110424,-1.11
20110425,-1.05
20110426,-1.18
20110427,-0.94
20110428,-0.83
20110429,-0.83
20110430,-0.79
20110501,-0.8
20110502,-0.59
20110503,-0.1
20110504,0.18
20110505,0.21
20110506,0.23
20110507,0.11
20110508,0.04
20110509,0.4
20110510,0.72
20110511,0.67
20110512,0.63
20110513,0.41
20110514,0.12
20110515,0.14
20110516,0.24
20110517,0.54
20110518,0.68
20110519,0.72
20110520,0.81
20110521,1.02
20110522,1.16
20110523,1.29
20110524,1.55
20110525,2.36
20110526,2.62
20110527,3.33
20110528,3.52
20110529,3.6
20110530,3.58
20110531,3.69
20110601,3.65
20110602,3.4
20110603,2.78
20110604,2.61
20110605,2.91
20110606,2.92
20110607,2.72
20110608,2.99
20110609,3.27
20110610,3.65
20110611,3.59
20110612,3.76
20110613,4.12
20110614,4.52
20110615,4.59
20110616,4.5
20110617,4.44
20110618,4.5
20110619,4.72
20110620,4.89
20110621,5.47
20110622,5.91
20110623,6.1
20110624,6.38
20110625,6.39
20110626,6.44
20110627,6.21
20110628,5.77
20110629,4.98
20110630,5.5
20110701,5.77
20110702,5.79
20110703,6
20110704,6.36
20110705,6.48
20110706,6.54
20110707,5.98
20110708,6.31
20110709,6.35
20110710,6.69
20110711,6.86
20110712,7.06
20110713,7.32
20110714,7.16
20110715,6.59
20110716,6.69
20110717,6.78
20110718,6.89
20110719,6.97
20110720,6.77
20110721,6.74
20110722,6.67
20110723,6.7
20110724,7.27
20110725,7.7
20110726,8
20110727,7.73
20110728,7.42
20110729,7.32
20110730,7.12
20110731,7.5
20120301,-1.8
20120302,-1.8
20120303,-1.8
20120304,-1.8
20120305,-1.8
20120306,-1.8
20120307,-1.8
20120308,-1.8
20120309,-1.8
20120310,-1.8
20120311,-1.8
20120312,-1.79
20120313,-1.79
20120314,-1.79
20120315,-1.79
20120316,-1.8
20120317,-1.8
20120318,-1.8
20120319,-1.8
20120320,-1.79
20120321,-1.79
20120322,-1.79
20120323,-1.78
20120324,-1.78
20120325,-1.8
20120326,-1.79
20120327,-1.79
20120328,-1.79
20120329,-1.79
20120330,-1.77
20120331,-1.76
20120401,-1.77
20120402,-1.77
20120403,-1.78
20120404,-1.8
20120405,-1.79
20120406,-1.79
20120407,-1.77
20120408,-1.71
20120409,-1.75
20120410,-1.76
20120411,-1.73
20120412,-1.62
20120413,-1.57
20120414,-1.47
20120415,-1.31
20120416,-1.25
20120417,-1.21
20120418,-1.14
20120419,-1.05
20120420,-1.04
20120421,-0.92
20120422,-0.8
20120423,-0.85
20120424,-0.86
20120425,-0.91
20120426,-0.75
20120427,-0.59
20120428,-0.65
20120429,-0.81
20120430,-0.9
20120501,-0.49
20120502,-0.25
20120503,-0.45
20120504,-0.35
20120505,-0.15
20120506,-0.04
20120507,0.01
20120508,-0.02
20120509,0.01
20120510,0.07
20120511,0.13
20120512,0.07
20120513,-0.2
20120514,-0.24
20120515,-0.39
20120516,-0.42
20120517,-0.21
20120518,1.14
20120519,1.29
20120520,1.3
20120521,1.27
20120522,1.31
20120523,1.43
20120524,2.5
20120525,2.51
20120526,2.5
20120527,2.34
20120528,2.65
20120529,2.9
20120530,3.29
20120531,3.32
20120601,3.38
20120602,3.7
20120603,3.74
20120604,3.76
20120605,4.31
20120606,4.68
20120607,4.6
20120608,4.51
20120609,4.38
20120610,4.6
20120611,4.92
20120612,5.01
20120613,5.21
20120614,6.18
20120615,6.49
20120616,6.48
20120617,6.4
20120618,6.42
20120619,6.34
20120620,6.25
20120621,6.49
20120622,6.64
20120623,6.43
20120624,6.14
20120625,6.14
20120626,6.31
20120627,6.38
20120628,6.44
20120629,6.26
20120630,5.83
20120701,5.35
20120702,5.34
20120703,7.92
20120704,8.09
20120705,8.13
20120706,8.19
20120707,8.27
20120708,8.62
20120709,8.84
20120710,8.85
20120711,8.83
20120712,8.75
20120713,8.53
20120714,8.57
20120715,8.78
20120716,9
20120717,9.5
20120718,9.58
20120719,9.49
20120720,9.2
20120721,8.64
20120722,8.13
20120723,7.7
20120724,7.57
20120725,7.64
20120726,7.79
20120727,8.1
20120728,8.81
20120729,9.08
20120730,9.21
20120731,9.16
20130301,-1.8
20130302,-1.77
20130303,-1.66
20130304,-1.61
20130305,-1.63
20130306,-1.71
20130307,-1.58
20130308,-1.55
20130309,-1.6
20130310,-1.71
20130311,-1.78
20130312,-1.8
20130313,-1.8
20130314,-1.79
20130315,-1.75
20130316,-1.79
20130317,-1.79
20130318,-1.8
20130319,-1.79
20130320,-1.79
20130321,-1.8
20130322,-1.8
20130323,-1.8
20130324,-1.8
20130325,-1.8
20130326,-1.8
20130327,-1.79
20130328,-1.79
20130329,-1.78
20130330,-1.78
20130331,-1.79
20130401,-1.63
20130402,-1.45
20130403,-1.43
20130404,-1.39
20130405,-1.37
20130406,-1.38
20130407,-1.43
20130408,-1.55
20130409,-1.77
20130410,-1.77
20130411,-1.77
20130412,-1.78
20130413,-1.79
20130414,-1.59
20130415,-1.32
20130416,-1.21
20130417,-1.17
20130418,-1.02
20130419,-0.92
20130420,-0.88
20130421,-0.63
20130422,-0.51
20130423,-0.35
20130424,-0.41
20130425,-0.26
20130426,-0.16
20130427,-0.12
20130428,-0.17
20130429,-0.22
20130430,-0.2
20130501,-0.19
20130502,-0.29
20130503,-0.24
20130504,-0.28
20130505,-0.32
20130506,-0.51
20130507,-0.35
20130508,-0.2
20130509,0.11
20130510,0.16
20130511,0.16
20130512,0.14
20130513,0.03
20130514,0.14
20130515,-0.04
20130516,0
20130517,0.06
20130518,-0
20130519,-0.06
20130520,0.09
20130521,0.28
20130522,1.32
20130523,1.75
20130524,2.38
20130525,2.14
20130526,1.97
20130527,1.91
20130528,1.97
20130529,2.6
20130530,3.18
20130531,3.08
20130601,3.01
20130602,2.8
20130603,2.91
20130604,3.37
20130605,4.24
20130606,4.46
20130607,4.48
20130608,4.54
20130609,4.48
20130610,5.11
20130611,4.96
20130612,5.09
20130613,5.47
20130614,5.64
20130615,6.14
20130616,6.28
20130617,6.49
20130618,6.92
20130619,7.05
20130620,6.16
20130621,4.49
20130622,4.35
20130623,4.95
20130624,5.51
20130625,5.81
20130626,5.84
20130627,5.9
20130628,6.11
20130629,5.96
20130630,4.89
20130701,5.32
20130702,5.28
20130703,5.53
20130704,5.7
20130705,5.82
